title	authors	source	discovered	published	open_access	peer_review	citation_type	countries_of_coverage	countries_of_researcher	keywords	literature_type	websites	identifiers	id	abstract	topics	added	gbif_download_key
Global macroecology of nitrogenâ€fixing plants	Riin Tamme|Meelis PÃ¤rtel|Urmas KÃµljalg|Lauri Laanisto|Jaan Liira|Ãœlo Mander|Mari Moora|Ãœlo Niinemets|Maarja Ã–pik|Ivika Ostonen|Leho Tedersoo|Martin Zobel	Global Ecology and Biogeography	18.12.2020	2020-12-18T00:00:00.000Z	false	true	DOI		ESTONIA	climate|functional traits|nitrogen fixation|root nodulation|root symbiosis|species diversity	JOURNAL	https://doi.org/10.1111/geb.13236	10.1111/geb.13236	d324096a-5f65-370e-a567-190d67610d1c	Aim: Plants that host rootâ€symbiotic nitrogenâ€fixing bacteria have an important role in driving terrestrial ecosystem processes, but Nâ€fixing ability is unequally distributed among plant taxa and ecosystems. Here we explore the largeâ€scale distribution of Nâ€fixing plant species worldwide.  Location: Global.  Time period Present.  Major taxa studied Vascular plants.  Methods: We estimated rootâ€symbiotic Nâ€fixing plant species diversity (as Shannon entropy) and relative richness (logâ€ratio of Nâ€fixing to nonâ€fixing plant species) for c. 7,800 km2 hexagonal grid cells using the NodDB and Global Biodiversity Information Facility (GBIF) databases. Additionally, we explored the distributions of plant species associated with rhizobia, actinobacteria or cyanobacteria (relative to other plant species), and the relative richness of Nâ€fixing trees (logâ€ratio of Nâ€fixing to nonâ€fixing trees). We related Nâ€fixing plant species distribution to environmental (climate, soil) and biogeographical (biome, realm) variables using multiple linear regression.  Results: Nâ€fixing plant diversity and relative richness showed unimodal relationships with latitude. Diversity of Nâ€fixing plants was highest in warm and wet climates, but in dry biomes and in Australasia. The relative richness of Nâ€fixing plants was highest in warm and dry climates, in tropical and temperate grasslands and in Eurasia. Plants associated with cyanobacteria were more widely distributed near the equator, while those associated with rhizobia were more prevalent at the edge of the tropics, and those associated with actinobacteria at higher latitudes (especially in boreal forests). The relative richness of Nâ€fixing tree species was highest in cold and dry areas and in boreal forests, with contrasting peaks in the Northern and Southern Hemispheres.  Main conclusions The distribution of Nâ€fixing plant species exhibits regional hotspots and coldspots related to both environmental conditions and biogeographical history. Global Nâ€fixing plant distributions are different for the key rootâ€symbiotic bacterial groups. Information about Nâ€fixing plant distribution can improve global models of ecosystem functions and contribute to understanding how plants respond to global change.	ECOLOGY	2021-01-20T14:19:42.921Z	0000434-171109162308116
High and dry: integrative taxonomy of the Andean spider genus Nerudia (Araneae: Pholcidae)	Bernhard A Huber|Guanliang Meng|JiÅ™Ã­ KrÃ¡l|IvalÃº M Ãvila Herrera|Matias A Izquierdo|Leonardo S Carvalho	Zoological Journal of the Linnean Society	15.03.2023	2023-03-13T00:00:00.000Z	false	true	DOI		BRAZIL|CZECH_REPUBLIC|GERMANY|ARGENTINA	Argentina|Gertschiola|NOR|barcodes|biogeography|distribution modelling|highest record|new species|sampling bias|sex chromosomes	JOURNAL	https://doi.org/10.1093/zoolinnean/zlac100	10.1093/zoolinnean/zlac100	3bc660b8-2942-3c11-92d0-b2b37d3b4bf1	Ninetinae are a group of poorly known spiders that do not fit the image of â€˜daddy long-legs spidersâ€™ (Pholcidae), the family to which they belong. They are mostly short-legged, tiny and live in arid environments. The previously monotypic Andean genus Nerudia exemplifies our poor knowledge of Ninetinae: only seven adult specimens from two localities in Chile and Argentina have been reported in the literature. We found representatives of Nerudia at 24 of 52 localities visited in 2019, mostly under rocks in arid habitats, up to 4450 m a.s.l., the highest known record for Pholcidae. With now more than 400 adult specimens, we revise the genus, describing ten new species based on morphology (including SEM) and COI barcodes. We present the first karyotype data for Nerudia and for its putative sister-genus Gertschiola. These two southern South American genera share a X1X2X3Y sex chromosome system. We model the distribution of Nerudia, showing that the genus is expected to occur in the Atacama biogeographic province (no record so far) and that its environmental niche is phylogenetically conserved. This is the first comprehensive revision of any Ninetinae genus. It suggests that focused collecting may uncover a considerable diversity of these enigmatic spiders.	TAXONOMY	2023-03-21T10:21:08.344Z	0121489-210914110416597
Historic residential segregation impacts biodiversity data availability disparately across the tree of life	Dexter Locke|Melissa Chapman|Diego Ellis-Soto	EcoEvoRxiv	26.04.2024	2024-04-22T00:00:00.000Z	true	false	DOI	UNITED_STATES	UNITED_STATES	Global Biodiversity Information Facility|Home Ownersâ€™ Loan Corporation|biodiversity sampling|environmental justice|residential segregation	WORKING_PAPER	https://doi.org/10.32942/x2d04v	10.32942/x2d04v	274bd113-92b0-3b05-bc88-f24f15dd3e5f	Urbanization alters species ranges and natureâ€™s contributions to people, motivating urban conservation. Residential segregation policies have left an indelible impact on urban environments, greenspaces, and wildlife communities, creating socioeconomic heterogeneity and altering biota. However, the extent to which data sufficiently capture urban biodiversity patterns remains unclear, especially when considering historic segregation. We explore how biodiversity metrics (sampling density, estimated completeness of sampling, and expected species richness) vary by Home Ownerâ€™s Loan Corporation (HOLC) grade across taxonomic groups, leveraging nearly 60 million amphibia, aves, fungi, insecta, mammalia, plantae, and reptilia observations collected between 2000 and 2020, for 145 Metropolitan Statistical Areas in the United States. After accounting for environmental conditions, we estimate significant differences in sampling density across HOLC grade for all taxonomic groups, with the lowest values found in areas previously redlined. Estimated completeness of biodiversity inventory was low (average ~42% across all taxa) and varied significantly by HOLC grade for birds, mammals, and plants. Expected richness only varied by HOLC grade for birds. Our findings highlight how differences in biodiversity sampling may not translate to differences in expected species richness patterns, and suggest that applying insights obtained from certain taxonomic groups and extrapolating to multiple others may not be appropriate. Urban wildlife communities are not well-documented despite the explosion of digital information, and what is documented is known to be biased along a housing segregation typology for some taxon. These findings add evidence to suggest long-lasting effects of legacies of segregation on the natural world.	BIODIVERSITY_SCIENCE	2024-05-28T08:43:13.941Z	0234992-220831081235567
Historical plant introductions predict current insect invasions	Aymeric Bonnamour|Rachael E. Blake|Andrew M. Liebhold|Helen F. Nahrung|Alain Roques|Rebecca M. Turner|Takehiko Yamanaka|Cleo Bertelsmeier	Proceedings of the National Academy of Sciences	19.07.2023	2023-06-05T00:00:00.000Z	false	true	DOI		CZECH_REPUBLIC|JAPAN|SWITZERLAND|NEW_ZEALAND|FRANCE|AUSTRALIA		JOURNAL	https://doi.org/10.1073/pnas.2221826120	10.1073/pnas.2221826120	86b99a04-e642-38a8-9eb2-685f028a270c	Thousands of insect species have been introduced outside of their native ranges, and some of them strongly impact ecosystems and human societies. Because a large fraction of insects feed on or are associated with plants, nonnative plants provide habitat and resources for invading insects, thereby facilitating their establishment. Furthermore, plant imports represent one of the main pathways for accidental nonnative insect introductions. Here, we tested the hypothesis that plant invasions precede and promote insect invasions. We found that geographical variation in current nonnative insect flows was best explained by nonnative plant flows dating back to 1900 rather than by more recent plant flows. Interestingly, nonnative plant flows were a better predictor of insect invasions than potentially confounding socioeconomic variables. Based on the observed time lag between plant and insect invasions, we estimated that the global insect invasion debt consists of 3,442 region-level introductions, representing a potential increase of 35% of insect invasions. This debt was most important in the Afrotropics, the Neotropics, and Indomalaya, where we expect a 10 to 20-fold increase in discoveries of new nonnative insect species. Overall, our results highlight the strong link between plant and insect invasions and show that limiting the spread of nonnative plants might be key to preventing future invasions of both plants and insects.	INVASIVES	2023-07-26T09:06:23.962Z	0008534-210819072339941|0008531-210819072339941
How well do species distribution models predict occurrences in exotic ranges?	Dat Nguyen|Brian Leung|Franziska Schrodt	Global Ecology and Biogeography	12.03.2022	2022-03-10T00:00:00.000Z	false	true	DOI		CANADA	GBIF|global|invasive species|presence-only data|species distribution model|transferability	JOURNAL	https://doi.org/10.1111/geb.13482	10.1111/geb.13482	a042d612-e440-3cc8-84d2-d38ede99de45	Aim Species distribution models (SDMs) are widely used predictive tools to forecast potential biological invasions. However, the reliability of SDMs extrapolated to exotic ranges remains understudied, with most analyses restricted to few species and equivocal results. We examine the spatial transferability of SDMs for 647 non-indigenous species extrapolated across 1,867 invaded ranges, and identify what factors may help differentiate predictive success from failure.  Location Global.  Time period Current.  Major taxa studied Six hundred and forty-seven terrestrial species; eight taxonomic classes.  Methods We performed a large-scale assessment of the transferability of SDMs using two modelling approaches: generalized additive models (GAMs) and MaxEnt. We fitted SDMs on the native ranges of species and extrapolated them to exotic ranges. We examined the influence of general factors and factors related to biological invasions on spatial transferability.  Results Despite both modelling approaches performing well in the range of the species used for fitting, we observed moderate to low spatial transferability on average [mean area under the receiver operating characteristic curve (AUC) c. .7] when extrapolating to their invaded ranges. Transferability differed between taxonomic classes and invaded continents and was positively influenced by the performance of the model and environmental generalism in the native range, and the year of first record. Models performed worse with greater environmental coverage in the exotic range, gross domestic product and number of occurrences in the native range, geographic distance between ranges and when extrapolating to islands.  Main conclusions After controlling for sampling bias, half of SDMs were only weakly predictive, which should affect how SDM-based forecasts are interpreted. Performance differed based on characteristics of the data, species, and ranges, and can suggest when SDMs may be reliable and when we should be most cautious. These considerations touch directly upon the potential use of SDMs for management of biological invasions. We discuss possible mechanisms of these findings.	ECOLOGY	2022-03-16T15:59:13.965Z	0046938-200613084148143|0047104-200613084148143|0047101-200613084148143|0048033-200613084148143|0047135-200613084148143|0046716-200613084148143|0046747-200613084148143|0048195-200613084148143|0049093-200613084148143|0086856-200613084148143|0082135-200613084148143|0097846-200613084148143|0047066-200613084148143|0047035-200613084148143|0046991-200613084148143|0046675-200613084148143|0047004-200613084148143|0046932-200613084148143|0047898-200613084148143|0046963-200613084148143|0046866-200613084148143|0045452-200613084148143|0046878-200613084148143|0047063-200613084148143|0047060-200613084148143|0046801-200613084148143|0048136-200613084148143|0086781-200613084148143|0047201-200613084148143|0086722-200613084148143|0086784-200613084148143|0048089-200613084148143|0047157-200613084148143|0046816-200613084148143|0048086-200613084148143|0047113-200613084148143|0046784-200613084148143|0046735-200613084148143|0046919-200613084148143|0097862-200613084148143|0047119-200613084148143|0048017-200613084148143|0047116-200613084148143|0048048-200613084148143|0047110-200613084148143|0048208-200613084148143|0048118-200613084148143|0046929-200613084148143|0045474-200613084148143|0046691-200613084148143|0048149-200613084148143|0047047-200613084148143|0045440-200613084148143|0047078-200613084148143|0082156-200613084148143|0082141-200613084148143|0046897-200613084148143|0046950-200613084148143|0046882-200613084148143|0046729-200613084148143|0048214-200613084148143|0048167-200613084148143|0047986-200613084148143|0046738-200613084148143|0047998-200613084148143|0048176-200613084148143|0046709-200613084148143|0047170-200613084148143|0086783-200613084148143|0048234-200613084148143|0046893-200613084148143|0047128-200613084148143|0047045-200613084148143|0046979-200613084148143|0047093-200613084148143|0047090-200613084148143|0047017-200613084148143|0047014-200613084148143|0048057-200613084148143|0046917-200613084148143|0046876-200613084148143|0047122-200613084148143|0047985-200613084148143|0046703-200613084148143|0046762-200613084148143|0048106-200613084148143|0048100-200613084148143|0045403-200613084148143|0048131-200613084148143|0046828-200613084148143|0049112-200613084148143|0047136-200613084148143|0082184-200613084148143|0048054-200613084148143|0046922-200613084148143|0046908-200613084148143|0046905-200613084148143|0047068-200613084148143|0047133-200613084148143|0048000-200613084148143|0046825-200613084148143|0048077-200613084148143|0047142-200613084148143|0046677-200613084148143|0048225-200613084148143|0046757-200613084148143|0046884-200613084148143|0047151-200613084148143|0047098-200613084148143|0046961-200613084148143|0082130-200613084148143|0086854-200613084148143|0047890-200613084148143|0097848-200613084148143|0086723-200613084148143|0046982-200613084148143|0045418-200613084148143|0082139-200613084148143|0086744-200613084148143|0086812-200613084148143|0086800-200613084148143|0045451-200613084148143|0045466-200613084148143|0048119-200613084148143|0047052-200613084148143|0046858-200613084148143|0047086-200613084148143|0046855-200613084148143|0046886-200613084148143|0082155-200613084148143|0048144-200613084148143|0046880-200613084148143|0082127-200613084148143|0048053-200613084148143|0047149-200613084148143|0086770-200613084148143|0097863-200613084148143|0047984-200613084148143|0048044-200613084148143|0097860-200613084148143|0047115-200613084148143|0082149-200613084148143|0086751-200613084148143|0047121-200613084148143|0048181-200613084148143|0046724-200613084148143|0097857-200613084148143|0048201-200613084148143|0046940-200613084148143|0046955-200613084148143|0046952-200613084148143|0082140-200613084148143|0047080-200613084148143|0046698-200613084148143|0047024-200613084148143|0048090-200613084148143|0046839-200613084148143|0047074-200613084148143|0048101-200613084148143|0046849-200613084148143|0048096-200613084148143|0048062-200613084148143|0048065-200613084148143|0047137-200613084148143|0046836-200613084148143|0047140-200613084148143|0047938-200613084148143|0047131-200613084148143|0046861-200613084148143|0047100-200613084148143|0047109-200613084148143|0048078-200613084148143|0047143-200613084148143|0047897-200613084148143|0048229-200613084148143|0048220-200613084148143|0086791-200613084148143|0048226-200613084148143|0047891-200613084148143|0046986-200613084148143|0048235-200613084148143|0045404-200613084148143|0082174-200613084148143|0046708-200613084148143|0082168-200613084148143|0097847-200613084148143|0086752-200613084148143|0048043-200613084148143|0086721-200613084148143|0048040-200613084148143|0047076-200613084148143|0048200-200613084148143|0045465-200613084148143|0047951-200613084148143|0048168-200613084148143|0048171-200613084148143|0086801-200613084148143|0048177-200613084148143|0045417-200613084148143|0046996-200613084148143|0046984-200613084148143|0047999-200613084148143|0082208-200613084148143|0086855-200613084148143|0082131-200613084148143|0046808-200613084148143|0046791-200613084148143|0048135-200613084148143|0047040-200613084148143|0047889-200613084148143|0047144-200613084148143|0048215-200613084148143|0047147-200613084148143|0046874-200613084148143|0047195-200613084148143|0048156-200613084148143|0097870-200613084148143|0048010-200613084148143|0048236-200613084148143|0082182-200613084148143|0046699-200613084148143|0047903-200613084148143|0046752-200613084148143|0082191-200613084148143|0049097-200613084148143|0048028-200613084148143|0047028-200613084148143|0046779-200613084148143|0047010-200613084148143|0049094-200613084148143|0048016-200613084148143|0048150-200613084148143|0049108-200613084148143|0047037-200613084148143|0047105-200613084148143|0047022-200613084148143|0046696-200613084148143|0047939-200613084148143|0048034-200613084148143|0047129-200613084148143|0046773-200613084148143|0046909-200613084148143|0046841-200613084148143|0046853-200613084148143|0048061-200613084148143|0048076-200613084148143|0047049-200613084148143|0047070-200613084148143|0049102-200613084148143|0047043-200613084148143|0048126-200613084148143|0047055-200613084148143|0046847-200613084148143|0046788-200613084148143|0047058-200613084148143|0046912-200613084148143
ï»¿DASCO: A workflow to downscale alien species checklists using occurrence records and to re-allocate species distributions across realms	Hanno Seebens|Ekin Kaplan	NeoBiota	21.06.2022	2022-06-17T00:00:00.000Z	true	true	DOI		GERMANY|TURKEY|AUSTRIA	GBIF|biological invasion|checklists|coordinates|distribution|downscaling|marine ecoregions|neobiota|open science|workflow	JOURNAL	https://doi.org/10.3897/neobiota.74.81082	10.3897/neobiota.74.81082	aaf6f952-bd9a-3eca-8c81-1e64aaa1afda	ï»¿AbstractInformation about occurrences of alien species is often provided in so-called checklists, which represents lists of reported alien species in a region. In many cases, available checklists cover whole countries, which is too coarse for many analyses and limits capabilities of assessing status and trends of biological invasions. Information about point-wise occurrences is available in large quantities at online facilities such as GBIF and OBIS, which, however, do not provide information about the invasion status of individual populations. To close this gap, we here provide a semi-automated workflow called DASCO to downscale regional checklists using occurrence records obtained from GBIF and OBIS. Within the workflow, coordinate-based occurrence records for species listed in the provided regional checklists are obtained from GBIF and OBIS, and the status of being an alien population is assigned using the information in the provided checklists. In this way, information in checklists is made available at the local scale, which can then be re-allocated to any other spatial categorisation as provided by the user. In addition, habitats of species are determined to distinguish between marine, brackish, terrestrial, and freshwater species, which allows splitting the provided checklists to the respective realms and ecoregions. By using checklists of global databases, we showcase the usage of the DASCO workflow and revealed > 35 million occurrence records of alien populations in terrestrial and marine regions worldwide, which were back-transformed to terrestrial and marine regions for comparison. DASCO has the potential to be used as a basis for the widely applied species distribution models or assessments of status and trends of biological invasions at large geographic scales. The workflow is implemented in R and in full compliance with the FAIR data principles of open science.	INVASIVES	2022-06-21T08:57:31.847Z	0022357-210914110416597|0022350-210914110416597|0022365-210914110416597|0022353-210914110416597|0022368-210914110416597|0022369-210914110416597|0022373-210914110416597|0022362-210914110416597|0022374-210914110416597|0022351-210914110416597|0022354-210914110416597|0022377-210914110416597|0022355-210914110416597|0022359-210914110416597|0022352-210914110416597|0022379-210914110416597|0022356-210914110416597|0022372-210914110416597|0022381-210914110416597|0022384-210914110416597|0022364-210914110416597
Identification of sentinel plant species for evaluating phytotoxicity of veterinary antibiotics in Mediterranean Europe	Rosa M. GarcÃ­a|JesÃºs MartÃ­nez-FernÃ¡ndez|Antonio RodrÃ­guez|Ana Torre	Environmental Sciences Europe	14.04.2022	2022-04-14T00:00:00.000Z	true	true	generic_DOIs_provided		SPAIN	Agricultural land|Crop|Environmental risk assessment|Pasture land|Spatial analysis|Wild	JOURNAL	https://doi.org/10.1186/s12302-022-00608-0	10.1186/s12302-022-00608-0	3d21502b-0143-3f09-83f1-943731249ce5	Background Antibiotics used to treat livestock species enter agricultural fields when they are excreted by grazing animals or are present in manure that is added to fields as fertiliser. In the European Union, the potential effects of such antibiotics on terrestrial plants must be evaluated following the standardised OECD 208 method, which specifies the crop and wild species that should serve as â€œsentinelsâ€ for assessing antibiotic exposure. The present study aimed to compare this approved list of sentinel species against crop and wild plant species actually present in agricultural and pasture lands in Mediterranean Europe in order to identify the most appropriate sentinel plants for the region. The study focused on Spain as a region representative of Mediterranean Europe. Georeferenced layers for wild plant species and cultivated areas (crops), livestock density and land cover were combined, and then selection criteria were applied, leading to the identification of sentinel crop and wildÂ species for crop land and pasture scenarios. Results In the crop land scenario, the sentinel crop species were barley ( Hordeum vulgare L.), wheat ( Triticum spp.), corn (Zea mays L), sunflower ( Helianthus annuus L.), dried pea ( Pisum sativum L.), alfalfa ( Medicago sativa L.), vetch ( Vicia sativa L.), oilseed rape ( Brassica napus L.) and sugar beet ( Saccharum officinarum L.), all of them listed in the OECD 208 method with the exception of alfalfa; the sentinel wild species were Papaver rhoeas Â L., Galium aparine L.Â and Chenopodium album Â L. In the pasture scenario, sentinel wild species were Bromus tectorum Â L., Agrostis capillarisÂ  L., Trifolium pratense Â L., Lotus corniculatus L.Â and Galium aparineÂ  L. The following common weed species in field boundaries or in pasture lands also emerged as potential sentinel species for risk assessment, even though they are not listed in the OECD 208 method: Sonchus oleraceus Â L., Avena sterilis Â L., Dactylis glomerata Â L., Hordeum murinum L.Â and Lolium rigidum Gaudin. Conclusions The sentinel species identified in this study may be useful in risk assessment procedures covering the Mediterranean Europe. The method developed for this study could be applied to identify sentinel species for other representative agroclimatic regionsÂ in Europe (such asÂ Atlantic and Continental).	AGRICULTURE|HUMAN_HEALTH	2022-04-19T11:16:25.779Z	0017370-200127171203522|0017338-200127171203522|0017301-200127171203522|0017279-200127171203522|0017363-200127171203522|0017332-200127171203522|0116261-200613084148143|0017364-200221144449610|0017356-200127171203522|0017325-200127171203522|0017266-200127171203522|0017328-200127171203522|0017322-200127171203522|0017359-200127171203522|0015950-200127171203522|0013326-200221144449610|0017350-200127171203522|0017357-200221144449610|0017365-200221144449610|0017327-200127171203522|0017312-200127171203522|0017377-200127171203522|0017362-200127171203522|0017324-200127171203522|0017365-200127171203522|0017256-200127171203522|0017371-200127171203522|0017353-200221144449610|0017315-200127171203522|0017374-200127171203522|0017292-200127171203522|0017342-200127171203522|0017262-200127171203522|0017339-200127171203522|0017271-200127171203522|0017319-200127171203522|0017320-200127171203522|0017354-200127171203522|0015944-200127171203522|0013335-200221144449610|0013283-200221144449610|0017326-200127171203522|0115230-200613084148143|0017341-200127171203522|0017344-200127171203522|0017337-200127171203522|0017372-200127171203522|0017368-200127171203522|0017313-200127171203522|0017257-200127171203522|0017263-200127171203522|0017346-200221144449610|0017349-200127171203522|0115233-200613084148143|0017364-200127171203522|0017352-200221144449610|0017367-200127171203522|0017373-200127171203522
Impact of climate change on the spatial distribution of endemic legume species of the Guineo-Congolian forest, Africa	O.O. Oyebanji|G. Salako|L.M. Nneji|S.O. Oladipo|K.A. Bolarinwa|E.C. Chukwuma|A.O. Ayoola|T.E. Olagunju|D.J. Ighodalo|I.C. Nneji	Ecological Indicators	28.12.2020	2020-12-25T00:00:00.000Z	true	true	generic_DOIs_provided		CHINA|NIGERIA	Climate change|Guineo-Congolian|Leguminosae|SDM|Spatial distribution	JOURNAL	https://doi.org/10.1016/j.ecolind.2020.107282	10.1016/j.ecolind.2020.107282	0e09fa03-df05-375a-b755-874dd56ed6c4	Legumes (family Leguminosae) are an economically important and widely distributed species found in several regions of the world, including the Guineo-Congolian (GC) forest region. Recent studies have reported the impact of climate change on plant biodiversity. Thus, understanding the distribution pattern of the endemic legume species of the GC region under current and future climate scenarios are imperative for long-term conservation management plans. We used 762 occurrence data of the 237 endemic legume species to elucidate the habitat suitability and impact of climate change on the species. Analyses used an ecological niche modeling ensemble method to map the current and future (2050â€“2070) distribution patterns of the endemic legumes under the RCP 4.5 scenario. Further, we generated the ensemble of four different species distribution modeling methods to predict areas where climatically suitable regions is lost or gained under future climate change. The model predicted the current suitable areas for endemic legumes to be Southern Cameroon, Equatorial Guinea, Gabon, Republic of Congo (COG), and Democratic Republic of Congo (DRC). Our findings indicate precipitation of Warmest Quarter and seasonality as the significant climatic variables affecting the habitat suitability of endemic legumes in the GC regions. Results showed areas such as the coastal region of Cote d' Ivoire, southwest province of Cameroon, Central African Republic, COG (Ngounnie), central DRC, and southern Nigeria will experience >40% loss of climatically suitable areas by 2050. Also, species such as Baphia maxima, and Psophocarpus scandens were projected to experience a 70% reduction in their climatically suitable areas under future climate scenarios. Our study concludes that the projected distribution of the endemic legume species in the GC region will consequently decline in the future due to the gross effect of climate change. The anticipated changes in the distribution patterns of the endemic legumes could have significant ecological and socioâ€economic significance. Therefore, we recommend improved conservation to protect the endemic legume species and its associated habitats in GC forest.	CLIMATE_CHANGE|ECOLOGY	2021-01-22T15:41:17.895Z	0009366-190918142434337
Insect and plant invasions follow two waves of globalisation	Aymeric Bonnamour|JÃ©rÃ´me M. W. Gippet|Cleo Bertelsmeier	Ecology Letters	23.08.2021	2021-08-22T00:00:00.000Z	true	true	DOI		SWITZERLAND	biological invasions|globalisation waves|insects|invasion rate|sampling effort|temporal dynamics|trade openness|vascular plants	JOURNAL	https://doi.org/10.1111/ele.13863	10.1111/ele.13863	8595a8a7-1532-347a-8fd0-2f75740f2ecf	Globalisation has facilitated the spread of alien species, and some of them have significant impacts on biodiversity and human societies. It is commonly thought that biological invasions have accelerated continuously over the last centuries, following increasing global trade. However, the world experienced two distinct waves of globalisation (~1820â€“1914, 1960-present), and it remains unclear whether these two waves have influenced invasion dynamics of many species. To test this, we built a statistical model that accounted for temporal variations in sampling effort. We found that insect and plant invasion rates did not continuously increase over the past centuries but greatly fluctuated following the two globalisation waves. Our findings challenge the idea of a continuous acceleration of alien species introductions and highlight the association between temporal variations in trade openness and biological invasion dynamics. More generally, this emphasises the urgency of better understanding the subtleties of socio-economic drivers to improve predictions of future invasions.	INVASIVES	2021-09-02T09:46:59.628Z	0071373-200613084148143|0071364-200613084148143
Integrating climateâ€change refugia into 30 by 30 conservation planning in North America	Brooke L Bateman|Nicole Forstenhaeusler|Erin Graham|Joanna Grand|Mariah Meek|Jeff Price|Sarah P Saunders|Rachel Warren|Chad B Wilsey	Frontiers in Ecology and the Environment	12.01.2023	2023-01-11T00:00:00.000Z	false	true	DOI		UNITED_KINGDOM|UNITED_STATES|AUSTRALIA		JOURNAL	https://doi.org/10.1002/fee.2592	10.1002/fee.2592	35d3e4d7-bfd0-3ffb-9f47-a815ddc7672c	Countries have set targets for conserving natural areas to mitigate biodiversity loss, such as the protection of 30% of lands by 2030, commonly referred to as â€œ30 by 30â€. Yet strategic conservation planning to align those targets with climateâ€change refugia is lacking. We investigated the feasibility of achieving 30 by 30 in North America by assessing the proportions of state/provincial/territorial land projected to provide refugia for terrestrial biodiversity and the proportions of those refugia that are currently protected. We also conducted a reserve selection prioritization to identify priority areas that complement the current protected area network and capture refugia for seven taxonomic groups. In North America, <15% of refugia are protected, but ample opportunity exists to expand protection if warming is limited to 2Â°C. Beyond 2Â°C, however, the majority of refugia will occur only at high latitudes and elevations. Incorporation of refugia into 30 by 30 efforts will facilitate species persistence under climate change.	CONSERVATION|CLIMATE_CHANGE	2023-01-12T10:15:57.212Z	0000129-150523225239109
Integration of ex-situ multiplication approaches with in-situ conservation of Gentiana kurroo through reintroduction and recovery programs: a critically endangered and endemic species of the North-West Himalaya	Giriraj Singh Panwar|Puneet Kumar|Aakriti Bhandari|Amber Srivast|A. A. Mao	Research Square	20.04.2024	2024-04-17T00:00:00.000Z	true	false	DOI		INDIA	Critically Endangered|Gentiana kurroo|conservation|endemic|species distribution modelling|species recovery	WORKING_PAPER	https://doi.org/10.21203/rs.3.rs-4253275/v1	10.21203/rs.3.rs-4253275/v1	959ea9af-c9c1-3359-b289-f58d1dca2da8	Gentiana kurroo Royle (Gentianaceae), a highly medicinal, critically endangered and endemic species of the Western Himalayas with restricted distribution in India and Pakistan. The perspective focuses on the ex-situ mass multiplication and in-situ conservation of the species through reintroduction under the species recovery initiative. The integration of effective conservation strategies viz macro and micro and intervention of modern technological tools for in-situ restoration of species were invoked. The macro propagation was carried out through seed germination and vertically segregating the profusely branched tuft of plants into small tufts along with the rhizome. The species was micro propagated through axillary bud explants in MS medium fortified with 4.4 ÂµM BAP and 0.53 ÂµM NAA was found to be the optimum for shoot induction having 98.23% of shoot formation with 11.32 mean shoot number per culture and shoot length of 4.6 cm. Shoots rooted in half strength MS medium supplemented with IBA (4.9 ÂµM) and 0.3% activated charcoal. Profuse rooting with average 24.58 roots per shoot was reported after 3-weeks of incubation. The plants were acclimatized in the glass house and were finally transferred to the open environment with 83% survival percentage. Under the species reintroduction and recovery programs, the propagated saplings were introduced into three different wild habitats located in Chakrata and Mussoorriee forest divisions of Uttarakhand and 44% survival was reported after six months of field transfer. The research demonstrates the successful coherence of ex-situ propagation methods with in-situ conservation through reintroduction initiatives. The efforts might be helpful in in-situ preservation of the germplasm and simultaneously to cater the escalating medicinal requirements of Gentiana kurroo.	CONSERVATION	2024-05-21T08:10:09.856Z	0001623-240229165702484
Inventory incompleteness and collecting priority on the plant diversity in tropical East Africa	Shengwei Wang|Yadong Zhou|Paul Mutuku Musili|Geoffrey Mwachala|Guangwan Hu|Qingfeng Wang	Biological Conservation	12.11.2019	2019-11-06T00:00:00.000Z	false	true	generic_DOIs_provided		CHINA|KENYA	Biodiversity database|Collecting bias|Collecting-priority|Explanatory variables|Inventory incompleteness|Tropical East Africa flora	JOURNAL	https://doi.org/10.1016/j.biocon.2019.108313	10.1016/j.biocon.2019.108313	7da221c9-ec87-3513-a823-30b26c0c7cc5	Inventory incompleteness has seriously affected the accuracy of the spatial distribution pattern of biodiversity, but the causes of incompleteness and the priority investigation with quantitative methods have received far less attention. In this study, we constructed a plant database of tropical East Africa, evaluated and explained the inventory incompleteness, and identified the priority collecting area. The results showed that the spatial distribution pattern of collection density and species richness is very uneven in tropical East Africa, with 16 % of regions having zero-collection, and more than half of the regions having inventory incompleteness. Species collection and completeness are mainly affected by species richness and road density, followed by national boundaries and insecurity in some areas. We quantitatively selected priority investigation areas in tropical East Africa to supplement biodiversity data in the area. We recommend prioritizing collections especially around western Kenya, southern Tanzania, and around the border of Tanzania and Kenya. Future work should focus on improving the digitization of specimens and the strengthening of cooperation among countries, for these are the best ways to raise awareness of the biodiversity patterns in tropical East Africa.	CONSERVATION|ECOLOGY|EVOLUTION	2020-11-24T15:47:45.290Z	0011760-171219132708484
